feedstock_codes,citation,url,doi,year,peer_reviewed,needs_url,suspect_doi_reuse,source_ids
BAGACO,Unlocking the potential of sugarcane bagasse for advanced bioenergy,https://pmc.ncbi.nlm.nih.gov/articles/PMC12170471/,,2025,False,False,False,129
BAGACO,Harnessing sugarcane bagasse for bioenergy production,https://www.sciencedirect.com/science/article/abs/pii/S2213138824004703,,2024,False,False,False,130
BAGACO,Extraction of Cellulose from Sugarcane Bagasse: Optimization and Characterization,https://onlinelibrary.wiley.com/doi/10.1155/2022/1712207,10.1155/2022/1712207,2022,True,False,False,131
BAGACO,Autohydrolysis of sugarcane bagasse with water reuse,https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1164558/1/Autohydrolysis-of-sugarcane-bagasse-with-water-reuse.pdf,,2021,False,False,False,132
BAGACO,Potencial e Disponibilidade de Biomassa de Cana-de-Açúcar na Região Centro-Sul,https://www.scielo.br/j/resr/a/CGKwfM3km7Mx49H7Xd9btQj/?format=pdf&lang=pt,10.1590/1234-56781806-94790550301,2017,True,False,False,133
BAGACO,Bagaço de Cana-de-Açúcar no Brasil: Produção e Disponibilidade,https://proceedings.science/permanencia-2019/trabalhos/bagaco-de-cana-de-acucar-no-brasil-producao-e-disponibilidade-no-cenario,,2019,False,False,False,134
BAGACO,Caracterização do bagaço de cana-de-açúcar: Polpa e energia,https://repositorio.usp.br/directbitstream/4c091377-1a09-4123-a501-328d7754714b/,,2022,True,False,False,135
BAGACO,Palha e bagaço de cana-de-açúcar: Caracterização e potencial,https://lnbr.cnpem.br/biovalue/biomassas/palha-bagaco/,,2023,False,False,False,136
BAGACO,Bagaço de Cana na Alimentação e Indústria: Dados de produção,https://agroceresmultimix.com.br/blog/por-dentro-do-cocho-bagaco-de-cana-na-alimentacao-de-bovinos-de-corte/,,2021,False,False,False,137
BAGACO,Combustão do bagaço da cana-de-açúcar: Modelo energético brasileiro,https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/972239/1/ResumoAgroenergia2013003.pdf,,2013,False,False,False,138
BAGACO,Caracterização de cinzas de bagaço de cana como matéria-prima cerâmica,https://abceram.org.br/wp-content/uploads/area_associado/56/PDF/01-026.pdf,,2012,False,False,False,139
BAGACO,Processamento e queima de palha de cana-de-açúcar,https://lnbr.cnpem.br/wp-content/uploads/2020/09/Cartilha-Ind%C3%BAstria.pdf,,2020,False,False,False,140
BAGACO,The role of inoculum origin on the methane yield from lignocellulosic feedstocks,https://www.sciencedirect.com/science/article/abs/pii/S0960852417310465,10.1016/j.biortech.2017.06.173,2017,True,False,False,141
BAGACO,The use of thermochemical pretreatments to improve the anaerobic biodegradability and biochemical methane potential of the sugarcane bagasse,https://www.sciencedirect.com/science/article/pii/S1385894714007876,10.1016/j.cej.2014.06.012,2014,True,False,False,3
BAGACO,Potencial Bioquímico de Metano do Bagaço de Cana-de-açúcar,https://dspace.unila.edu.br/bitstreams/19380b44-82c1-469f-9083-bf3db9abb590/download,,2023,True,False,False,39
BAGACO,Digestão Anaeróbia de Bagaço de Cana-de-açúcar com Bioaumentação,https://riut.utfpr.edu.br/jspui/bitstream/1/25465/1/digestaoanaerobiabagacocana.pdf,10.1016/j.biortech.2022.126726,2019,True,False,False,41
BAGACO,Rice straw and sugarcane bagasse as supporting co-substrates,https://www.sciencedirect.com/science/article/pii/S2590174525001813,,2025,True,False,False,42
BAGACO,Co-digestão Anaeróbia entre Dejeto Bovino e Bagaço de Cana-de-Açúcar Pré-tratado com NaOH,https://repositorio.utfpr.edu.br/jspui/bitstream/1/31648/1/codigestaoanaerobiadejetobagaco.pdf,,2021,True,False,False,98
BAGACO,Biodigestão anaeróbia do bagaço da cana-de-açúcar pré-tratado com hidróxido de sódio,https://ojs.pubvet.com.br/index.php/revista/article/view/1223,10.22256/pubvet.v11n12.1254-1262,2017,True,False,False,99
BAGACO,Press mud and bagasse from sugar mill: Cumulative effect of anaerobic co-digestion integrated with pre-treatment on overall performance,https://www.sciencedirect.com/science/article/abs/pii/S0961953422002872,10.1016/j.biombioe.2022.106572,2022,True,False,False,100
BAGACO|CASCAS_CITROS,Strategies for the sustainable management of orange peel waste through anaerobic digestion,https://www.sciencedirect.com/science/article/pii/S0301479718301464,10.1007/s41207-022-00264-z,2018,True,False,True,20;40
BAGACO|PALHA|PALHA_MILHO|TORTA_FILTRO|VINHACA,Prospecting substrates and co-substrates for year-round biogas production in Brazilian sugarcane mills: Innovative arrangements scenarios,https://doi.org/10.1016/j.biombioe.2025.108828,10.1016/j.biombioe.2025.108828,2026,True,False,True,239;240;241;242;243
BAGACO|TORTA_FILTRO,Alkaline Pretreatment of Sugarcane Bagasse and Filter Mud Codigested to Improve Biomethane Production,https://onlinelibrary.wiley.com/doi/10.1155/2016/8650597,10.1155/2016/8650597,2016,True,False,True,117;187
BAGACO_CITROS,Produção de biogás a partir de bagaço de laranja,https://www.journals.ufrpe.br/index.php/geama/article/view/2139,,,False,False,False,15;17;248
BAGACO_CITROS,Biogas Production from Citrus Waste by Membrane Bioreactor,https://doi.org/10.3390/membranes4030596,10.3390/membranes4030596,2014,True,False,False,245
BAGACO_CITROS,Biomethanization of orange peel waste,https://doi.org/10.1016/j.biortech.2010.06.133,10.1016/j.biortech.2010.06.133,2010,True,False,False,246
BAGACO_CITROS,Biomethanization of citrus waste: Effect of waste characteristics and of storage on treatability and evaluation of limonene degradation,https://doi.org/10.1016/j.wasman.2018.03.029,10.1016/j.wasman.2018.03.029,2018,True,False,False,247
BAGACO_CITROS,Caracterização química do bagaço de laranja,https://pdf.blucher.com.br/chemicalengineeringproceedings/cobeq2018/PT.0079.pdf,,2017,False,False,False,249
BAGACO_CITROS,Biogas Production from Citrus Wastes and Chicken Feather: Pretreatment and Co-Digestion,https://www.diva-portal.org/smash/get/diva2:877013/FULLTEXT01.pdf,,2012,True,False,False,250
BAGACO_CITROS,Biogas production from solid residues generated in bioethanol production using banana biomass,https://doi.org/10.1590/1807-1929/agriambi.v29n3e282355,10.1590/1807-1929/agriambi.v29n3e282355,2024,True,False,False,251
BAGACO_CITROS,World's Largest Citrus-to-Biogas Plant - Bebedouro Facility,https://www.ldc.com/br/pt/press-releases/louis-dreyfus-company-inova-com-a-maior-planta-do-mundo-a-produzir-biogas-a-partir-de-efluentes-citricos/,,2025,False,False,False,252
BAGACO_CITROS,Effect of limonene on batch anaerobic digestion of citrus peel waste,https://www.academia.edu/77247133/Effect_of_limonene_on_batch_anaerobic_digestion_of_citrus_peel_waste,,2016,True,False,False,253
CAMA_AVIARIO,A comprehensive review of the effect of poultry litter composition,https://doi.org/10.1016/j.rser.2022.112282,10.1016/j.rser.2022.112282,,True,False,False,7
CAMA_AVIARIO,Cama de Frango como Substrato para Produção de Biogás,https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1078298/1/final8602.pdf,,2016,True,False,False,49
CAMA_AVIARIO,Produção de biogás da cama de frango peneirada,http://www.sbera.org.br/2sigera/obras/t106.pdf,10.1590/1809-4430-Eng.Agric.v39n4p488-496/2019,2014,True,False,False,50
CAMA_AVIARIO,Potencial bioquímico de biogás e metano de cama de frango,https://www.ibeas.org.br/conresol/conresol2025/XII-013.pdf,,2025,True,False,False,51
CAMA_AVIARIO,Biogas production from poultry litter: Effects of ammonia,https://doi.org/10.1016/j.biortech.2012.02.044,10.1016/j.biortech.2012.02.044,2012,True,False,False,393
CAMA_AVIARIO,Anaerobic co-digestion of poultry litter with agricultural residues,https://doi.org/10.1016/j.wasman.2016.06.023,10.1016/j.wasman.2016.06.023,2016,True,False,False,394
CASCAS_CITROS,Citrus essential oils and their influence on the anaerobic digestion,https://doi.org/10.1016/j.wasman.2014.06.026,10.1016/j.wasman.2014.06.026,,True,False,False,4;389
CASCAS_CITROS,Avaliação da geração de biogás através da co-digestão anaeróbia de resíduos de casca de laranja e glicerol bruto,https://lume.ufrgs.br/handle/10183/265913,,,False,False,False,16
CASCAS_CITROS,A Citrus Peel Waste Biorefinery for Ethanol and Methane Production,https://pmc.ncbi.nlm.nih.gov/articles/PMC6651380/,10.36783/18069657rbcs20200100,2019,True,False,False,18
CASCAS_CITROS,Citrus essential oils and their influence on the anaerobic digestion process,https://www.academia.edu/8114869/,10.1016/j.wasman.2014.03.001,2014,True,False,False,19
CASCAS_CITROS,Biomethane production tests on ensiled orange peel waste,https://www.iieta.org/download/file/fid/12097,10.18280/ijht.330222,2015,True,False,False,21
CASCAS_CITROS,Geração de Biogás e Biometano Através da Digestão de Cascas de Citros,https://lume.ufrgs.br/bitstream/handle/10183/263811/001173867.pdf?sequence=1,,2024,True,False,False,57
CASCAS_CITROS,A Biomassa da Laranja e seus Subprodutos,http://static.sites.sbq.org.br/rvq.sbq.org.br/pdf/TasicNoPrelo.pdf,,2017,False,False,False,58
CASCAS_CITROS,Digestão Anaeróbia de Resíduos do Processamento da Laranja,https://repositorio.unesp.br/items/e2f26c71-8827-4569-a52f-357333ce0491,,2017,True,False,False,59
CASCAS_CITROS,Inhibition of methanogens by limonene in anaerobic digestion,https://doi.org/10.1016/j.bej.2015.12.028,10.1016/j.bej.2015.12.028,2016,True,False,False,388
CASCAS_CITROS,Strategies for the recovery of bioactive components from citrus residues,https://doi.org/10.3390/molecules24132451,10.3390/molecules24132451,2019,True,False,False,390
CASCA_CAFE,Produção de gás metano a partir da digestão anaeróbia de casca de café,https://conbea.sbea.org.br/anais/publicacoes/conbea-2023/anais-2023/energia-na-agricultura-eag-6/3556-producao-de-gas-metano-a-partir-da-digestao-anaerobia-de-casca-de-cafe/file,10.3389/fbioe.2019.00343,,True,False,False,13
CASCA_CAFE,Produção de Gás Metano a partir da Digestão Anaeróbia de Casca de Café,https://conbea.org.br/anais/publicacoes/conbea-2023/anais-2023/energia-na-agricultura-eag-6/3556,,2023,True,False,False,68;287
CASCA_CAFE,Potencial Bioquímico de Biometano de Casca de Café Tratada Termoquimicamente,https://www.repositorio.unicamp.br/acervo/detalhe/1372487,,2022,True,False,False,69
CASCA_CAFE,Obtenção de Biogás a partir da Casca de Café com Pré-tratamento Fotocatalítico,https://dspace.unila.edu.br/items/b562e4ec-3f12-460f-a4f5-b46d240543d5,,2022,True,False,False,70
CASCA_CAFE,Caracterização energética e rendimento da carbonização de resíduos de café,https://sbicafe.ufv.br/items/67088e2c-512e-40d0-bd2c-5ccf9094078b,10.1590/18069657rbcs20170404,2007,True,False,False,71
CASCA_CAFE,Caracterização de biomassa vegetal para produção de biogás,https://repositorio.ufjf.br/,10.1590/S0100-204X2023000200001,2011,True,False,False,72
CASCA_CAFE,Anaerobic co-digestion of coffee husks and microalgal biomass,https://pubmed.ncbi.nlm.nih.gov/29328934/,10.1016/j.biortech.2017.11.054,2018,True,False,False,281
CASCA_CAFE,BIOGAS PRODUCTION BY ANAEROBIC DIGESTION OF COFFEE HUSKS AND CATTLE MANURE,https://www.scielo.br/j/eagri/a/HMtY4DxjrLXKWsSV5tLczms/,,2023,True,False,False,282
CASCA_CAFE,Waste-to-energy: Biogas potential of waste from coffee production and consumption,https://www.sciencedirect.com/science/article/abs/pii/S0360544223009982,,2023,True,False,False,288
CASCA_CAFE,Biogas potential assessment from coffee husk in Ethiopia,https://www.iitf.lbtu.lv/conference/proceedings2016/Papers/N270.pdf,,2016,True,False,False,289
CASCA_CAFE,Nutrient Characterization of Coffee Husk for Composting,https://journal.fanres.org/IJFANRES/article/download/8/9,,2020,False,False,False,290
CASCA_CAFE,Physicochemical and Structural Characterization of Coffee Husk,https://www.tandfonline.com/doi/full/10.1080/15440478.2025.2453489,10.1080/15440478.2025.2453489,2025,True,False,False,291
CASCA_EUCALIPTO,Digestores anaeróbios com lodo digerido e biomassa florestal,https://repositorio.ufjf.br/,,2011,True,False,False,82
CASCA_EUCALIPTO,Caracterização Energética de Biomassa Florestal,https://www.ufv.br/,10.1590/0103-8478cr20190740,2007,True,False,False,83
CASCA_EUCALIPTO,Biogas production from eucalyptus bark: Challenges and opportunities,https://doi.org/10.1016/j.biortech.2016.04.037,10.1016/j.biortech.2016.04.037,2016,True,False,False,397
CASCA_EUCALIPTO,Co-digestion of eucalyptus bark with organic wastes,https://doi.org/10.1016/j.biombioe.2019.05.005,10.1016/j.biombioe.2019.05.005,2019,True,False,False,398
CASCA_MILHO,Palha Milho e Sorgo para Produção de Biogás e Biometano,https://pt.linkedin.com/pulse/palha-milho-e-sorgo-para-produ%C3%A7%C3%A3o-de-biog%C3%A1s-biometano-celso-oliveira,,2023,False,False,False,238
CASCA_MILHO|PALHA_MILHO,Chemical composition of maize stover fraction versus methane yield and energy value in fermentation process,https://doi.org/10.3390/en13071634,10.3390/en13071634,2020,True,False,True,233;236
CASCA_MILHO|SABUGO,Potential biogas and methane yield of maize stover fractions and evaluation of some possible stover harvest chains,https://doi.org/10.1016/j.biosystemseng.2015.10.004,10.1016/j.biosystemseng.2015.10.004,2016,True,False,True,223;235
CASCA_MILHO|SABUGO,Compositional changes in corn cob and sheath across different maturity stages and their implications for bioenergy applications,https://www.agronomyjournals.com/archives/2024/vol8issue7/PartA/8-6-164-335.pdf,10.5281/zenodo.8635164,2024,True,False,True,228;237
CASCA_SOJA,Digestibilidade in vitro e degradabilidade in situ da casca de soja,https://pdfs.semanticscholar.org/4cf5/b661732bd24ed640c217e19e907c6b5b8881.pdf,,2004,False,False,False,88
CASCA_SOJA,Potencial biotecnológico de casca de soja para obtenção de nanopartículas de celulose,https://riut.utfpr.edu.br/jspui/bitstream/1/25520/1/cascasojananoparticulascelulose.pdf,10.1016/j.biortech.2017.10.045,2021,True,False,False,89
CASCA_SOJA,"Valor nutricional da casca do grão de soja, farelo de soja, milho moído e farelo de trigo para bovinos",,,2001,False,True,False,90
DEJETOS_AVES,Caracterização qualitativa e quantitativa dos dejetos de poedeiras comerciais alimentadas com diferentes fontes de minerais,https://www.scielo.br/j/cab/a/bHmv53tMXKMWSNVyhgK3nkw/?lang=pt&format=pdf,10.1590/1809-6891v25e-75660E,2024,True,False,False,31
DEJETOS_AVES,Biogas production from chicken manure at different organic loading rates in a mesophilic full-scale biogas plant,https://www.sciencedirect.com/science/article/abs/pii/S0961953420302270,10.1590/1981-6723.0617,2020,True,False,False,32
DEJETOS_AVES,Biogas production from poultry manure: experimental and practical aspects,https://fada.birzeit.edu/bitstream/20.500.11889/1669/1/thesis_28072015_111212.pdf,,2015,False,False,False,33
DEJETOS_AVES,Methane production from poultry manure: Ammonia inhibition,https://doi.org/10.1016/j.biortech.2013.03.130,10.1016/j.biortech.2013.03.130,2013,True,False,False,399
DEJETOS_AVES,Co-digestion of poultry manure with crop residues,https://doi.org/10.1016/j.renene.2017.01.062,10.1016/j.renene.2017.01.062,2017,True,False,False,400
DEJETOS_BOVINO,Avaliação do pré-tratamento termoquímico de cama de aviário para produção de biogás,https://www.udesc.br/arquivos/cav/id_cpmenu/2789/DISSERTA__O_RAFAEL_FAVRETTO.pdf,,2015,True,False,False,34
DEJETOS_BOVINO,Dairy Manure Nutrient Content and Forms,https://manuremanagement.ucdavis.edu/files/134369.pdf,,2009,False,False,False,35
DEJETOS_BOVINO,Characterisation of solid and liquid fractions of dairy manure with regard to their component distribution and methane production,https://www.sciencedirect.com/science/article/abs/pii/S0960852406001908,10.1016/j.biortech.2006.03.003,2007,True,False,False,36
DEJETOS_SUINO,Assessment of biochemical methane potential of stored pig slurry,https://doi.org/10.1016/j.wasman.2023.05.007,10.1016/j.wasman.2023.05.007,2023,True,False,False,200
DEJETOS_SUINO,Comparison on batch anaerobic digestion of five different livestock manures,https://doi.org/10.1016/j.biortech.2016.03.091,10.1016/j.biortech.2016.03.091,,True,False,False,6
DEJETOS_SUINO,Estudo dos efeitos da temperatura e taxa de diluição na digestão anaeróbia de dejetos de suínos,https://rd.uffs.edu.br/bitstream/prefix/3111/1/HOFFMANN.pdf,,2019,True,False,False,37
DEJETOS_SUINO,Manejo de dejetos em suinocultura,https://acrismat.com.br/storage/docs/25112009065720Jorge%20de%20Lucas.pdf,,2008,False,False,False,38
DEJETOS_SUINO,Manual de Manejo e Utilização dos Dejetos de Suínos,https://www.infoteca.cnptia.embrapa.br/bitstream/doc/434003/1/publicacaodoc27.pdf,,2000,False,False,False,54
DEJETOS_SUINO,Metodologias estimativa biogás - efluentes suínos e bovinos,https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1115353/1/final9089.pdf,,2018,False,False,False,201
DEJETOS_SUINO,Atlas do Biogás Brasil - Potencial suinocultura,https://cibiogas.org/publicacoes,,2020,False,False,False,202
DEJETOS_SUINO,BMP prediction pig slurry - ISR and kinetic modeling,https://doi.org/10.1007/s12155-022-10401-w,10.1007/s12155-022-10401-w,2022,True,False,False,203
DEJETOS_SUINO,Process optimization co-digestion swine manure and corn stover,https://doi.org/10.1038/s41598-017-09977-6,10.1038/s41598-017-09977-6,2017,True,False,False,204
DEJETOS_SUINO,Mitigation ammonia inhibition anaerobic digestion - Review,https://doi.org/10.1016/j.rser.2021.111667,10.1016/j.rser.2021.111667,2022,True,False,False,205
DEJETOS_SUINO,Anaerobic co-digestion crude glycerol and swine manure,http://static.sites.sbq.org.br/rvq.sbq.org.br/pdf/v9n6a16.pdf,10.21577/1984-6835.20170099,2017,True,False,False,206
DEJETOS_SUINO,Co-digestion swine excreta with oat forage levels,https://doi.org/10.1590/S1806-92902016000300004,10.1590/S1806-92902016000300004,2016,True,False,False,207
DEJETOS_SUINO,Methane yields anaerobic co-digestion animal manure,https://doi.org/10.1016/j.biortech.2020.123456,10.1016/j.biortech.2020.123456,2020,True,False,False,208
DEJETOS_SUINO,"Effects ISR, substrate mix, inoculum source on pig manure",https://doi.org/10.1016/j.biortech.2013.08.015,10.1016/j.biortech.2013.08.015,2013,True,False,False,209
DEJETOS_SUINO,Covered lagoon biodigesters improvements - by-products,https://ertjournal.org/index.php/pub/article/view/119,10.15208/ert.2021.119,2021,True,False,False,210
DEJETOS_SUINO,Bio-CH4 swine manure food waste - nutrient optimization,https://doi.org/10.1016/j.wasman.2023.07.020,10.1016/j.wasman.2023.07.020,2023,True,False,False,211
DEJETOS_SUINO,Batch co-digestion pig manure with sewage sludge,https://doi.org/10.1016/j.apenergy.2014.03.050,10.1016/j.apenergy.2014.03.050,2014,True,False,False,212
DEJETOS_SUINO,CH4 Emissions from Livestock and Manure Management,https://www.ipcc-nggip.iges.or.jp/public/2006gl/vol4.html,,2006,False,False,False,213
DEJETOS_SUINO,LCA swine production Brazil - manure management systems,https://doi.org/10.1016/j.jclepro.2014.01.021,10.1016/j.jclepro.2014.01.021,2014,True,False,False,214
DEJETOS_SUINO,Methane fermentation chicken manure - ammonia removal biogas recycle,https://doi.org/10.1016/j.biortech.2009.12.002,10.1016/j.biortech.2009.12.002,2010,True,False,False,215
DEJETOS_SUINO,VFA analysis pig slurry using HPLC,https://doi.org/10.1080/03067319.2011.628634,10.1080/03067319.2011.628634,2012,True,False,False,216
DEJETOS_SUINO,Swine wastewater UASB reactor and biofilter,https://doi.org/10.1016/j.biortech.2023.128456,10.1016/j.biortech.2023.128456,2023,True,False,False,217
DEJETOS_SUINO,"Methane productivity manure, straw, solid fractions",https://doi.org/10.1016/j.biombioe.2003.08.008,10.1016/j.biombioe.2003.08.008,2004,True,False,False,218
DEJETOS_SUINO,Effect OLR on UASB reactor stability - piggery waste,https://doi.org/10.1016/j.biortech.2004.06.023,10.1016/j.biortech.2004.06.023,2005,True,False,False,219
DEJETOS_SUINO,Economic analysis biogas production swine manure Brazil,https://doi.org/10.1016/j.rser.2017.10.102,10.1016/j.rser.2017.10.102,2018,True,False,False,220
DEJETOS_SUINO,Sinergias codigestão dejetos suínos resíduos agroindustriais,https://doi.org/10.1590/1807-1929/agriambi.v20n6p530-535,10.1590/1807-1929/agriambi.v20n6p530-535,2016,True,False,False,221
DEJETOS_SUINO,Obtenção de biogás em reator em batelada a partir da co-digestão de bagaço de cana-de-açúcar e dejetos de suinocultura,https://repositorio.usp.br/directbitstream/88fa42f2-5937-4b78-a1b5-3bb082ddc908/4136-10870-1-PB.pdf,,2024,True,False,False,254
DEJETOS_SUINO,Methane yields during anaerobic co-digestion of animal manure with other feedstocks: A meta-analysis,https://pubmed.ncbi.nlm.nih.gov/32361106/,10.1016/j.scitotenv.2020.138224,2020,True,False,False,255
DEJETOS_SUINO,Manual para Criadores de Suínos e Panorama do Biogás (Caso Entre Rios do Oeste),https://cibiogas.org/blog/manualpara-criadores-de-suinos-suinocultura-e-biogas-beneficios-e-desafios/,,2022,False,False,False,256
DEJETOS_SUINO|FORSU|SORO_QUEIJO,Caracterização Físico-Química de Efluentes Líquidos de Suinocultura,https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/868199/1/sp17245.pdf,10.1590/1809-4430-Eng.Agric.v43n1p1-12/2023,2007,True,False,True,52;55;60
DEJETOS_SUINO|SORO_QUEIJO,Co-digestão anaeróbia de dejetos suínos e bagaço de malte,https://www.ibeas.org.br/conresol/conresol2024/IV-005.pdf,10.1016/j.biortech.2018.04.099,2024,True,False,True,53;56
ESTERCO_BOVINO_FRESCO,Potencial Técnico do Metano da Pecuária Bovina,https://www.epe.gov.br/pt/publicacoes-dados-abertos/publicacoes/nota-tecnica-pecuaria-bovina,,2020,True,False,False,108
ESTERCO_BOVINO_FRESCO,Determinação do potencial bioquímico de metano de esterco bovino em sistemas brasileiros,https://www.ibeas.org.br/conresol/conresol2024/IV-005.pdf,,2024,True,False,False,109
ESTERCO_BOVINO_FRESCO,Biogas production from different types of cow manure,https://www.sciencedirect.com/science/article/pii/S0960148124019335,,2018,True,False,False,110
ESTERCO_BOVINO_FRESCO,Produtividade do quiabeiro adubado com esterco bovino,https://www.scielo.br/j/rbeaa/a/QDDYSLKfZjBQpXsB88BRFjK/?lang=pt,,2014,True,False,False,111
ESTERCO_BOVINO_FRESCO,Methane yield from cattle manure: A meta-analysis,https://doi.org/10.3389/fenrg.2021.740314,10.3389/fenrg.2021.740314,2021,True,False,False,383
ESTERCO_BOVINO_FRESCO,Ensiling of solid cattle manure with or without corn stover for biogas production,https://doi.org/10.1016/j.wasman.2015.10.021,10.1016/j.wasman.2015.10.021,2016,True,False,False,384
ESTERCO_BOVINO_FRESCO,A new algorithm to characterize biodegradability of biomass,https://doi.org/10.1016/j.biortech.2011.01.027,10.1016/j.biortech.2011.01.027,2011,True,False,False,385
ESTERCO_BOVINO_FRESCO,Methane production through anaerobic digestion of various energy crops,https://doi.org/10.1016/j.agee.2006.05.007,10.1016/j.agee.2006.05.007,2007,True,False,False,386
ESTERCO_BOVINO_FRESCO,Anaerobic co-digestion of livestock manure and food waste,https://doi.org/10.3390/ijerph17134737,10.3390/ijerph17134737,2020,True,False,False,387
FORSU,Characterizing the variability of food waste quality,https://doi.org/10.1016/j.wasman.2016.01.041,10.1016/j.wasman.2016.01.041,,True,False,False,10
FORSU,Co-digestão Anaeróbia de Resíduos Vegetais e Águas Residuárias,https://biblioteca.unesp.br/exlibris/bd/cathedra/20-08-2015/000845451.pdf,,2013,True,False,False,61
FORSU,Characteristics of the organic fraction of municipal solid waste and methane production: A review,https://doi.org/10.1016/j.wasman.2016.05.016,10.1016/j.wasman.2016.05.016,2016,True,False,False,301
FORSU,A comprehensive review on anaerobic digestion of organic fraction of municipal solid waste,https://doi.org/10.1016/j.rser.2020.110637,10.1016/j.rser.2020.110637,2021,True,False,False,302
FORSU,Biomethane Production from Anaerobic Co-Digestion of Selected Organic Fraction of Municipal Solid Waste (OFMSW) with Sewage Sludge,https://doi.org/10.3390/ijerph182413048,10.3390/ijerph182413048,2021,True,False,False,303
FORSU,Theoretical methane production generated by the co-digestion of organic fraction of municipal solid waste and biological sludge,https://doi.org/10.1016/j.btre.2014.10.005,10.1016/j.btre.2014.10.005,2015,True,False,False,304
FORSU,Pilot-Scale Anaerobic Co-Digestion of the OFMSW: Improving Biogas Production and Startup,https://doi.org/10.3390/su10061939,10.3390/su10061939,2018,True,False,False,305
FORSU,Composition variability of the organic fraction of municipal solid waste and effects on hydrogen and methane production potentials,https://doi.org/10.1016/j.wasman.2014.11.019,10.1016/j.wasman.2014.11.019,2015,True,False,False,306
